Ship Mode,Segment,Country,City,State,Postal Code,Region,Category,Sub-Category,Sales,Quantity,Discount,cost
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Art,11.16,2,0,6.8076
Standard Class,Home Office,United States,New York City,New York,10009,East,Furniture,Furnishings,108.4,2,0,85.636
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,82.344,3,0.2,54.5529
Standard Class,Home Office,United States,New York City,New York,10009,East,Office Supplies,Binders,9.088,4,0.2,5.7936
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,19.936,4,0.2,12.7092
Standard Class,Corporate,United States,San Diego,California,92037,West,Office Supplies,Binders,65.568,2,0.2,42.6192
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Fasteners,4.416,3,0.2,2.8152
Standard Class,Consumer,United States,Houston,Texas,77095,Central,Furniture,Chairs,107.772,2,0.3,137.0244
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Appliances,45.216,3,0.2,40.6944
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,10.416,7,0.2,12.6294
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Art,7.872,3,0.2,6.5928
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Technology,Phones,118.782,3,0.4,146.4978
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Fasteners,1.448,1,0.2,1.2127
Standard Class,Corporate,United States,Toledo,Ohio,43615,East,Office Supplies,Binders,55.47,5,0.7,101.695
First Class,Consumer,United States,San Francisco,California,94122,West,Furniture,Chairs,194.848,4,0.2,182.67
Second Class,Consumer,United States,Brownsville,Texas,78521,Central,Office Supplies,Supplies,1.744,1,0.2,2.0928
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19143,East,Office Supplies,Binders,25.176,4,0.7,43.6384
Standard Class,Home Office,United States,Los Angeles,California,90008,West,Office Supplies,Art,19.46,7,0,14.4004
Standard Class,Home Office,United States,Denver,Colorado,80219,West,Office Supplies,Paper,29.472,3,0.2,19.5252
Standard Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Binders,8.64,2,0.2,5.616
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,6.27,5,0.7,10.868
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Office Supplies,Binders,4.368,7,0.7,7.7168
Standard Class,Consumer,United States,Mesa,Arizona,85204,West,Technology,Accessories,31.984,2,0.2,29.985
First Class,Home Office,United States,Columbus,Indiana,47201,Central,Office Supplies,Art,40.88,7,0,30.2512
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Appliances,119.96,2,0,86.3712
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Storage,31.44,3,0,22.9512
Second Class,Consumer,United States,Seattle,Washington,98105,West,Office Supplies,Binders,6.88,1,0.2,4.558
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Office Supplies,Paper,19.92,4,0,10.5576
Standard Class,Corporate,United States,Detroit,Michigan,48227,Central,Furniture,Chairs,1106.91,9,0,985.1499
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Furniture,Tables,836.592,8,0.4,1101.5128
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Paper,26.38,1,0,14.2452
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Office Supplies,Storage,362.92,2,0,257.6732
Standard Class,Consumer,United States,Yonkers,New York,10701,East,Technology,Machines,4899.93,7,0,2498.9643
Same Day,Consumer,United States,Des Moines,Iowa,50315,Central,Office Supplies,Paper,6.48,1,0,3.3696
Second Class,Corporate,United States,Oakland,California,94601,West,Technology,Phones,71.976,3,0.2,64.7784
Second Class,Corporate,United States,Oakland,California,94601,West,Office Supplies,Labels,3.15,1,0,1.638
Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Furniture,Furnishings,31.984,2,0.2,29.985
Standard Class,Corporate,United States,Monroe,North Carolina,28110,South,Technology,Phones,71.984,2,0.2,46.7896
Standard Class,Consumer,United States,San Diego,California,92105,West,Office Supplies,Art,120.15,9,0,86.508
Standard Class,Consumer,United States,San Diego,California,92105,West,Technology,Phones,219.184,2,0.2,200.0054
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Paper,28.9,5,0,14.739
Standard Class,Home Office,United States,Clinton,Maryland,20735,East,Office Supplies,Appliances,355.96,2,0,252.7316
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Storage,348.208,7,0.2,317.7398
Standard Class,Home Office,United States,Charlotte,North Carolina,28205,South,Office Supplies,Binders,35.784,7,0.7,64.4112
First Class,Corporate,United States,Los Angeles,California,90049,West,Furniture,Tables,447.84,5,0.2,436.644
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,7.04,4,0,4.9984
First Class,Home Office,United States,San Francisco,California,94122,West,Furniture,Furnishings,8.73,3,0,4.6269
First Class,Home Office,United States,San Francisco,California,94122,West,Technology,Accessories,29.29,1,0,19.6243
First Class,Home Office,United States,San Francisco,California,94122,West,Office Supplies,Art,8.64,3,0,6.1344
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.694,3,0.8,7.4085
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,2.934,3,0.8,7.9218
Standard Class,Consumer,United States,Riverside,California,92503,West,Office Supplies,Paper,22.92,3,0,11.6892
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Storage,100.704,6,0.2,117.0684
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Furnishings,2.328,2,0.6,3.0846
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,10.78,5,0.8,28.028
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Fasteners,58.368,12,0.2,36.48
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Envelopes,40.968,3,0.2,27.1413
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Phones,71.96,5,0.2,46.774
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Paper,10.368,2,0.2,6.7392
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1.192,2,0.8,3.2184
Second Class,Consumer,United States,Encinitas,California,92024,West,Office Supplies,Binders,46.672,2,0.2,30.3368
Second Class,Consumer,United States,Encinitas,California,92024,West,Furniture,Bookcases,119.833,1,0.15,132.5212
Second Class,Consumer,United States,Encinitas,California,92024,West,Technology,Accessories,119.98,2,0,62.3896
Second Class,Corporate,United States,San Francisco,California,94110,West,Office Supplies,Labels,6.3,2,0,3.276
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,279.9,5,0,142.749
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Technology,Accessories,619.95,5,0,508.359
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Paper,4.36,2,0,2.3108
Standard Class,Consumer,United States,Roswell,Georgia,30076,South,Office Supplies,Envelopes,15.28,2,0,7.7928
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Technology,Phones,699.93,7,0,517.9482
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,22.96,7,0,16.3016
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Furnishings,38.6,4,0,27.02
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Art,6.63,3,0,4.8399
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Office Supplies,Envelopes,23.34,3,0,12.3702
Standard Class,Consumer,United States,Jonesboro,Arkansas,72401,South,Furniture,Chairs,1067.94,3,0,843.6726
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Art,10.16,1,0,7.5184
Standard Class,Home Office,United States,Richmond,Indiana,47374,Central,Office Supplies,Envelopes,101.88,6,0,50.94
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Furniture,Tables,343.92,4,0,268.2576
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Paper,40.99,1,0,20.9049
Standard Class,Consumer,United States,Springfield,Virginia,22153,South,Office Supplies,Envelopes,63.9,5,0,35.145
First Class,Corporate,United States,Antioch,California,94509,West,Office Supplies,Paper,19.44,3,0,10.1088
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Storage,124.608,4,0.2,147.972
Standard Class,Home Office,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Labels,7.56,3,0.2,4.914
Same Day,Consumer,United States,Homestead,Florida,33030,South,Office Supplies,Storage,85.224,3,0.2,77.7669
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Envelopes,287.52,8,0,158.136
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Appliances,37.68,2,0,27.1296
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Paper,19.98,2,0,10.989
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Art,20.58,7,0,15.0234
Second Class,Corporate,United States,La Porte,Indiana,46350,Central,Office Supplies,Binders,17.38,2,0,8.69
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Furniture,Furnishings,204.6,2,0,151.404
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Fasteners,8.72,4,0,5.8424
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Paper,6.48,1,0,3.3696
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Technology,Machines,686.32,2,0.2,463.266
Standard Class,Consumer,United States,Los Angeles,California,90045,West,Office Supplies,Storage,62.18,1,0,45.3914
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Appliances,644.076,2,0.1,536.73
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Fasteners,5.84,2,0,3.212
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Office Supplies,Binders,12.76,2,0,6.8904
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Technology,Phones,10.95,1,0,10.512
Same Day,Consumer,United States,Lansing,Michigan,48911,Central,Technology,Copiers,599.98,2,0,389.987
Standard Class,Corporate,United States,Cuyahoga Falls,Ohio,44221,East,Furniture,Furnishings,8.352,6,0.2,7.0992
Standard Class,Corporate,United States,Reno,Nevada,89502,West,Office Supplies,Art,3.64,2,0,2.002
Standard Class,Corporate,United States,Reno,Nevada,89502,West,Office Supplies,Binders,159.768,7,0.2,105.8463
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Storage,122.48,2,0,122.48
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,2244.48,7,0,1750.6944
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Office Supplies,Binders,62.31,3,0,33.0243
First Class,Home Office,United States,Harrisonburg,Virginia,22801,South,Furniture,Tables,455.1,2,0,354.978
Second Class,Corporate,United States,Los Angeles,California,90004,West,Furniture,Chairs,195.184,1,0.2,175.6656
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Appliances,362.94,3,0,272.205
Standard Class,Consumer,United States,Minneapolis,Minnesota,55407,Central,Office Supplies,Binders,11.54,2,0,5.77
Second Class,Consumer,United States,Escondido,California,92025,West,Office Supplies,Art,53.94,3,0,38.2974
Standard Class,Home Office,United States,New York City,New York,10035,East,Technology,Phones,9.99,1,0,5.3946
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,125.76,3,0.2,84.888
Standard Class,Home Office,United States,New York City,New York,10035,East,Office Supplies,Binders,25.32,5,0.2,16.1415
Standard Class,Consumer,United States,Jackson,Michigan,49201,Central,Office Supplies,Binders,46.8,4,0,25.74
Same Day,Consumer,United States,Seattle,Washington,98115,West,Technology,Accessories,447.93,9,0,398.6577
Second Class,Consumer,United States,New York City,New York,10035,East,Furniture,Furnishings,109.48,2,0,75.5412
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,272.94,3,0,272.94
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Paper,19.44,3,0,10.1088
Second Class,Consumer,United States,New York City,New York,10035,East,Office Supplies,Storage,31.92,4,0,23.6208
Standard Class,Consumer,United States,Royal Oak,Michigan,48073,Central,Office Supplies,Paper,22.38,2,0,11.6376
Standard Class,Consumer,United States,Los Angeles,California,90008,West,Office Supplies,Binders,16.52,5,0.2,10.9445
Standard Class,Consumer,United States,Bloomington,Illinois,61701,Central,Office Supplies,Binders,5.176,4,0.8,12.94
First Class,Corporate,United States,New York City,New York,10035,East,Office Supplies,Binders,50.112,6,0.2,33.8256
Standard Class,Home Office,United States,Concord,New Hampshire,3301,East,Office Supplies,Supplies,27.93,3,0,19.8303
Second Class,Home Office,United States,Los Angeles,California,90004,West,Office Supplies,Labels,11.56,4,0,6.1268
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Furniture,Chairs,172.5,2,0,120.75
Standard Class,Consumer,United States,Rockville,Maryland,20852,East,Technology,Phones,179.97,3,0,134.9775
Second Class,Home Office,United States,Houston,Texas,77070,Central,Technology,Accessories,258.696,3,0.2,194.022
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Technology,Phones,1322.93,7,0,965.7389
Standard Class,Consumer,United States,Lakewood,New Jersey,8701,East,Office Supplies,Art,3.76,2,0,2.6696
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Office Supplies,Envelopes,21.744,1,0.2,14.4054
First Class,Consumer,United States,Jacksonville,North Carolina,28540,South,Technology,Phones,7.92,5,0.2,7.227
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Binders,12.096,7,0.2,7.8624
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,485.88,6,0,476.1624
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Paper,25.92,4,0,13.4784
Standard Class,Corporate,United States,Seattle,Washington,98103,West,Office Supplies,Storage,197.58,2,0,144.2334
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Appliances,81.92,4,0,59.8016
Second Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,889.536,8,0.2,822.8208
Second Class,Home Office,United States,Los Angeles,California,90036,West,Furniture,Chairs,892.224,3,0.2,803.0016
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,223.92,4,0,114.1992
Second Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Paper,23.12,4,0,11.7912
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Paper,15.552,3,0.2,10.1088
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Furniture,Furnishings,15.712,4,0.2,13.1588
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Office Supplies,Storage,24.672,2,0.2,22.5132
Same Day,Corporate,United States,Coral Springs,Florida,33065,South,Furniture,Furnishings,55.968,1,0.2,58.0668
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Technology,Accessories,431.928,9,0.2,367.1388
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Furniture,Chairs,95.984,4,0.3,100.0976
Standard Class,Consumer,United States,Houston,Texas,77041,Central,Office Supplies,Binders,1088.792,4,0.8,2939.7384
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,544.008,3,0.2,503.2074
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Binders,1.872,3,0.7,3.3072
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Furniture,Chairs,854.352,3,0.2,843.6726
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,593.568,2,0.2,593.568
Standard Class,Corporate,United States,Denver,Colorado,80219,West,Office Supplies,Storage,338.04,3,0.2,371.844
First Class,Consumer,United States,Charlotte,North Carolina,28205,South,Technology,Phones,271.96,5,0.2,254.9625
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Storage,11.21,1,0,7.847
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,9.144,3,0.2,5.9436
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Fasteners,14.07,7,0,7.1757
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Art,41.86,7,0,31.395
Second Class,Corporate,United States,New York City,New York,10009,East,Office Supplies,Binders,8.544,2,0.2,5.6604
Second Class,Corporate,United States,New York City,New York,10009,East,Furniture,Bookcases,579.136,4,0.2,557.4184
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Chairs,141.372,2,0.3,189.8424
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,3.036,2,0.7,5.3636
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Binders,4.503,1,0.7,8.1054
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Office Supplies,Art,4.672,1,0.2,3.0952
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,95.88,3,0.2,67.116
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Furniture,Furnishings,17.024,2,0.2,15.3216
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Accessories,258.696,3,0.2,194.022
Standard Class,Corporate,United States,Philadelphia,Pennsylvania,19134,East,Technology,Phones,1931.958,7,0.4,2318.3496
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Office Supplies,Storage,249.75,9,0,204.795
Standard Class,Home Office,United States,Los Angeles,California,90036,West,Technology,Phones,255.936,8,0.2,227.1432
First Class,Consumer,United States,New York City,New York,10024,East,Furniture,Furnishings,113.79,3,0,93.3078
